Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
30/06/2020,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,62,53,0,7,46,30,41,-11,0,10,20,20,-1,0,0,0,0,10,0,10,17,0,0,17,0,7,0,1,0,9
30/06/2020,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,399","1,242",19,211,"1,031",901,968,-67,160,48,693,785,-93,82,0,19,10,148,45,285,53,27,2,78,-3,51,59,24,0,59
30/06/2020,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,19,20,1,10,11,10,6,4,4,0,6,10,-4,0,0,1,2,2,0,0,5,0,0,5,0,1,0,0,0,4
30/06/2020,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,49,32,1,20,12,17,22,-5,4,5,7,7,-1,-1,0,1,4,7,0,3,2,2,0,4,1,2,0,1,0,2
30/06/2020,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,22,36,0,11,25,17,17,1,5,0,12,12,0,0,0,0,3,0,0,-3,16,1,1,17,1,0,0,5,0,12
30/06/2020,Arch LMI Pty Ltd,60601356174,Direct insurer,Lenders mortgage insurers,LMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,-2
30/06/2020,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,16,22,0,15,7,13,9,4,0,0,13,3,10,0,0,0,4,4,0,0,-7,0,0,-6,1,1,13,2,0,5
30/06/2020,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,17,12,0,4,8,15,10,5,4,0,10,1,9,1,0,0,1,0,0,0,-3,0,0,-2,0,7,6,-1,0,-2
30/06/2020,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,12,18,0,11,7,9,9,1,5,0,4,1,3,2,0,0,4,0,0,-2,5,0,0,5,0,4,1,2,0,2
30/06/2020,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,263,250,4,16,234,89,141,-52,14,-9,84,84,1,0,0,4,1,42,0,45,105,0,0,105,3,46,0,19,0,44
30/06/2020,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,100,62,0,2,60,68,49,18,3,11,53,54,-1,13,0,3,0,0,0,16,-10,3,0,-7,17,17,13,2,0,4
30/06/2020,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
30/06/2020,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,61,60,0,6,54,27,23,3,2,0,24,7,17,0,0,0,0,11,0,12,18,0,0,18,0,6,-3,3,0,7
30/06/2020,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,111,80,2,48,32,54,29,25,32,0,22,19,3,0,0,2,9,5,0,-2,11,0,0,11,0,10,-4,-1,0,-2
30/06/2020,BHP Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,0,7,0,0,7,-1,1,-2,1,0,-2,-2,0,0,0,0,0,0,0,0,9,0,0,9,-119,0,-3,3,0,-116
30/06/2020,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,97,71,2,25,46,230,54,176,54,0,176,24,152,1,0,3,5,0,14,13,-143,10,0,-133,7,4,1,0,0,-128
30/06/2020,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,467,361,9,121,240,252,269,-16,102,6,144,147,-3,7,0,9,9,59,17,83,13,14,0,28,8,2,1,8,0,26
30/06/2020,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,0,0,0,0,0,-10,19,-29,-15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
30/06/2020,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,189,197,7,17,180,97,186,-89,-10,5,101,96,5,4,0,7,0,16,7,33,46,0,0,47,1,1,0,14,0,32
30/06/2020,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,4,4,0,2,2,4,0,4,2,0,2,3,0,0,0,0,0,1,0,0,-1,0,0,-1,0,2,1,0,0,-2
30/06/2020,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
30/06/2020,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-2,0,-2,0,0,-2,0,-2,0,0,0,0,0,0,0,2,0,0,2,1,-204,-197,3,0,7
30/06/2020,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,16,24,0,0,24,5,7,-2,-1,1,4,4,0,0,0,0,0,24,0,24,-5,0,0,-4,0,5,0,-3,0,-6
30/06/2020,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,88,67,4,33,34,12,25,-13,-15,0,27,13,14,1,3,4,4,0,0,3,4,1,0,5,0,9,-3,-3,0,-4
30/06/2020,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1
30/06/2020,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,42,54,0,15,39,77,23,54,46,0,31,5,26,7,2,0,0,0,4,13,-6,1,0,-5,0,0,0,-1,0,-3
30/06/2020,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,125,90,0,14,75,69,36,33,0,4,66,0,65,0,0,0,0,0,15,15,-5,12,0,7,47,3,0,15,0,36
30/06/2020,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,-3,8,-11,-4,3,-3,0,-3,0,0,0,0,0,0,0,3,0,0,3,-4,1,0,-1,0,-2
30/06/2020,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,17,11,0,11,0,-13,58,-72,-14,1,0,0,0,0,0,0,4,2,0,-3,3,0,0,3,0,3,0,0,0,0
30/06/2020,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,65,54,2,5,48,39,27,11,5,4,29,30,0,4,0,1,4,8,0,9,10,2,0,12,4,14,0,0,0,1
30/06/2020,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,4,10,0,0,10,16,5,11,0,0,16,16,0,0,-8,0,0,2,0,-6,0,0,0,1,0,4,0,-3,0,0
30/06/2020,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,178,173,0,12,161,125,132,-6,14,0,111,93,18,0,0,0,0,52,0,52,-2,13,0,11,2,4,6,5,0,10
30/06/2020,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,71,48,1,27,20,38,15,23,27,0,11,4,6,3,0,1,5,2,1,3,7,1,0,8,0,2,0,2,0,4
30/06/2020,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,89,68,1,60,8,49,37,12,44,0,5,2,4,0,0,1,15,13,1,-1,3,0,0,3,0,2,0,0,0,1
30/06/2020,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,26,9,0,3,6,-9,7,-15,-2,0,-7,2,-9,0,0,0,1,0,3,2,11,1,0,12,0,0,0,4,0,9
30/06/2020,HSB Engineering Insurance Limited,24076158962,Direct insurer,Commercial lines insurers,,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30/06/2020,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"2,429","2,054",54,"1,539",515,"1,433","2,043",-610,953,58,421,390,32,82,8,96,263,149,147,218,-124,38,0,-86,71,90,68,-4,0,-32
30/06/2020,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,919,909,14,79,830,502,819,-317,62,22,418,432,-14,102,0,39,0,29,15,185,227,23,0,251,21,1,0,81,0,190
30/06/2020,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,66,18,0,2,16,14,17,-2,2,0,12,9,4,0,0,0,0,0,4,4,-1,1,0,0,4,0,0,1,0,2
30/06/2020,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,174,140,1,61,79,88,61,27,38,0,50,57,-7,-1,16,1,13,12,0,15,14,11,0,25,2,22,7,4,0,9
30/06/2020,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,26,17,0,1,16,20,18,2,5,0,15,16,-1,0,0,0,0,0,1,1,0,9,0,9,0,8,1,6,0,-4
30/06/2020,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,45,13,0,2,12,3,10,-7,-6,0,9,12,-3,0,0,0,0,0,0,0,2,2,0,4,3,6,1,0,0,1
30/06/2020,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
30/06/2020,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,53,12,0,6,6,6,11,-4,-2,10,-1,9,-10,0,2,1,2,0,0,1,6,3,0,9,1,0,0,3,0,7
30/06/2020,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,16,21,0,13,9,-3,15,-18,-2,0,-1,10,-11,0,0,0,2,2,0,0,9,0,0,9,0,2,0,0,0,7
30/06/2020,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,-119,351,0,55,296,140,295,-155,-8,0,148,177,-30,0,0,0,0,74,-1,73,75,26,0,101,24,7,1,0,8,126
30/06/2020,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,2,4,0,0,4,2,2,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
30/06/2020,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,20,20,0,0,20,9,9,0,0,2,7,7,0,2,0,0,0,0,0,2,11,0,0,11,0,0,0,3,0,8
30/06/2020,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,14,10,0,6,4,6,4,3,3,2,1,1,0,0,0,0,-1,1,0,2,0,0,0,0,0,5,1,-1,0,-3
30/06/2020,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,474","1,321",24,200,"1,121",860,"1,003",-143,128,37,696,677,18,43,47,26,0,206,126,448,-23,43,0,20,18,8,-20,3,0,6
30/06/2020,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,10,18,0,6,12,4,5,-1,2,0,2,3,0,0,0,0,1,2,2,5,4,0,0,5,2,0,0,3,0,4
30/06/2020,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,51,63,0,35,28,39,19,19,21,2,16,16,-1,7,0,0,11,1,0,-3,15,4,0,19,14,6,0,6,0,21
30/06/2020,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,83,81,0,12,69,53,59,-6,-1,6,48,47,1,2,0,0,0,8,1,10,11,0,0,11,1,2,0,3,0,7
30/06/2020,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,178,164,0,14,150,121,110,10,10,15,95,95,0,11,0,0,0,0,0,11,43,1,0,44,3,23,3,8,0,18
30/06/2020,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,258,248,0,20,229,199,192,7,46,7,145,151,-6,18,-10,0,0,5,18,31,53,9,0,61,3,1,0,19,0,45
30/06/2020,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,28,26,0,3,23,16,14,2,1,1,14,14,0,3,0,0,0,3,0,6,3,0,0,4,0,0,0,1,0,3
30/06/2020,RealCover Insurances Pty Limited,72103975355,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,-4,7,0,1,6,9,8,1,6,0,3,21,-18,0,0,0,0,1,0,1,2,1,0,3,1,2,0,2,0,1
30/06/2020,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,4,34,0,10,24,36,10,26,6,0,30,25,5,0,0,0,0,5,0,5,-11,2,0,-9,1,3,-1,-3,0,-8
30/06/2020,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Sompo Japan Nipponkoa Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,11,9,0,5,5,9,5,4,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30/06/2020,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2020,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30/06/2020,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
30/06/2020,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,74,18,0,0,17,9,10,-1,0,0,9,17,-7,1,0,0,0,0,0,1,7,9,0,15,6,5,0,0,0,16
30/06/2020,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,4,4,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1
30/06/2020,Swiss Re Asia Pte. Ltd.,19631490447,Reinsurer,Reinsurer,,301,328,0,121,206,139,268,-129,-53,0,192,163,29,2,0,0,0,82,0,85,-71,5,0,-65,-1,29,24,-21,0,-49
30/06/2020,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,60,75,3,25,50,44,51,-7,1,12,32,22,10,2,-1,3,0,6,0,9,8,1,0,10,0,5,-3,0,0,2
30/06/2020,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,383,342,5,190,152,204,217,-14,97,11,96,92,4,24,0,6,63,70,1,39,17,0,0,17,-12,27,-1,-12,0,-11
30/06/2020,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,12,5,0,2,3,3,2,1,1,0,2,0,2,0,3,0,0,0,0,3,-2,0,0,-2,0,0,0,0,0,-2
30/06/2020,The North of England Protecting and Indemnity Association Limited,33624528123,Direct insurer,Commercial lines insurers,,7,5,0,3,2,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,2
30/06/2020,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,38,44,0,12,32,54,37,17,32,4,18,14,4,2,-1,1,2,11,0,11,3,0,0,3,0,2,0,1,0,1
30/06/2020,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,-1,20,0,3,17,5,13,-9,-1,0,5,-7,12,0,0,0,0,5,0,5,7,0,0,7,1,3,0,2,0,4
30/06/2020,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,3,3,0,2,1,4,2,2,2,0,2,0,2,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
30/06/2020,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,10,10,0,0,10,5,8,-3,0,0,5,-1,6,0,-1,0,0,2,0,2,3,0,0,3,0,2,0,1,0,2
30/06/2020,Westpac General Insurance Limited,99003719319,Direct insurer,Personal lines insurers,,140,143,6,16,127,80,126,-46,-1,-3,84,85,-1,11,0,6,0,17,11,45,-2,1,0,-1,0,-2,2,1,0,2
30/06/2020,Westpac Lenders Mortgage Insurance Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,41,43,0,38,5,17,6,11,13,0,4,4,0,0,6,0,11,0,2,-2,3,2,0,5,6,1,0,3,0,7
30/06/2020,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,213,167,1,127,40,232,69,163,170,0,62,31,31,17,0,1,25,0,0,-6,-17,4,0,-13,0,9,-1,-3,0,-20
30/06/2020,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,191,176,3,15,161,110,130,-20,34,16,59,57,2,20,0,3,0,0,0,23,80,1,0,81,3,37,1,15,0,33
30/06/2020,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,271,289,5,68,220,308,266,42,140,19,149,115,34,1,-12,5,8,48,28,62,10,29,0,39,9,1,0,14,0,33
31/03/2020,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"1,869","2,054",35,274,"1,780","2,585","1,731",854,817,193,"1,575","1,438",137,213,0,36,22,62,111,400,-194,23,0,-171,-31,41,26,-65,0,-151
31/03/2020,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,40,12,0,1,10,15,14,1,0,0,15,14,0,0,0,0,0,0,0,0,-5,0,0,-5,0,6,0,-11,0,0
31/03/2020,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,169,251,6,125,126,209,132,76,106,2,101,97,4,9,0,6,37,38,3,19,5,-1,0,4,-1,17,3,-3,0,-8
31/03/2020,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,48,52,0,7,46,66,65,1,19,19,28,31,-3,0,-1,0,0,10,0,9,9,0,0,9,0,7,0,0,0,2
31/03/2020,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,053","1,268",18,116,"1,152","1,472",964,508,304,138,"1,030","1,017",13,78,0,18,8,153,41,282,-160,96,2,-66,27,51,62,-9,0,-19
31/03/2020,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,16,19,1,8,10,30,4,25,18,0,11,10,1,0,0,1,2,2,0,0,-1,0,0,-1,0,3,0,0,0,-3
31/03/2020,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,22,32,1,19,13,70,14,55,50,3,16,16,0,2,-2,1,5,3,0,0,-3,1,0,-2,0,2,0,-1,0,-3
31/03/2020,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,23,38,0,12,26,6,15,-9,1,0,5,6,-1,0,0,0,4,0,0,-4,25,1,1,25,2,0,0,8,0,19
31/03/2020,Arch LMI Pty Ltd,60601356174,Direct insurer,Lenders mortgage insurers,LMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-3
31/03/2020,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,12,16,0,11,5,16,5,11,21,0,-5,5,-10,0,0,0,3,3,0,-1,10,0,0,11,0,1,-15,-2,0,-4
31/03/2020,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,21,13,0,3,10,8,11,-2,5,0,4,0,4,-1,0,0,1,6,0,5,2,1,0,2,0,6,6,1,0,2
31/03/2020,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,19,17,0,11,7,12,10,2,6,1,5,9,-4,2,0,0,4,0,0,-2,4,0,0,4,0,4,1,1,0,1
31/03/2020,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,278,249,4,13,236,263,199,64,72,36,154,156,-1,0,0,4,1,53,0,56,26,2,0,28,0,18,0,3,0,7
31/03/2020,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,14,63,0,2,61,71,44,27,0,13,58,55,3,5,0,3,0,0,0,8,-5,8,0,2,-23,21,14,-9,0,-20
31/03/2020,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1
31/03/2020,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,58,57,0,6,50,60,18,42,8,0,51,2,49,0,0,0,0,10,0,10,-11,10,0,-1,3,6,3,0,0,0
31/03/2020,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,40,75,2,45,30,61,28,33,39,0,22,21,1,0,0,2,9,6,0,-1,9,0,0,9,0,10,4,1,0,3
31/03/2020,BHP Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,2,5,0,0,5,1,1,0,-1,0,2,2,0,0,0,0,0,0,0,0,3,0,0,3,149,0,3,3,0,152
31/03/2020,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,53,67,2,26,41,139,34,105,36,0,103,54,49,1,0,3,5,0,12,11,-73,-42,0,-115,-23,4,0,0,0,-142
31/03/2020,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,202,358,6,129,229,373,170,203,214,9,150,149,1,45,0,6,12,45,13,96,-18,33,0,15,23,2,1,11,0,26
31/03/2020,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,0,0,0,0,0,-2,22,-25,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
31/03/2020,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,183,197,7,18,179,263,189,74,119,8,136,141,-5,4,0,7,0,14,7,32,11,1,0,12,1,1,0,3,0,8
31/03/2020,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,3,4,0,1,2,3,2,2,1,0,2,2,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,1,0,0,-2
31/03/2020,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2020,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/03/2020,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
31/03/2020,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,84,86,0,0,0
31/03/2020,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,22,25,0,0,24,11,9,2,4,1,7,6,0,0,0,0,0,14,0,14,4,0,0,3,0,5,0,0,0,-1
31/03/2020,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,31,65,4,33,32,74,37,37,36,0,39,17,21,0,-3,4,4,0,0,-3,-3,2,0,-1,0,11,6,1,0,-7
31/03/2020,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1
31/03/2020,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
